#ticks	median	decon
3026 	 -0.487348 	 1.27157e-09
3027 	 0.128682 	 -2.54313e-09
3028 	 0.872468 	 2.54313e-09
3029 	 -0.102362 	 0.0
3030 	 -0.579457 	 2.54313e-09
3031 	 -0.16261 	 0.0
3032 	 -0.522488 	 5.08626e-09
3033 	 -0.658458 	 1.27157e-09
3034 	 -0.0487213 	 0.0
3035 	 0.559354 	 0.0
3036 	 0.0321851 	 -1.58946e-10
3037 	 0.0521812 	 9.53674e-10
3038 	 0.973985 	 0.0
3039 	 0.508698 	 0.0
3040 	 0.867568 	 6.35783e-10
3041 	 1.01135 	 6.35783e-10
3042 	 2.14443 	 -3.17891e-10
3043 	 1.95856 	 7.94729e-10
3044 	 1.93028 	 0.0
3045 	 1.07596 	 6.35783e-10
3046 	 1.75903 	 4.76837e-10
3047 	 1.52636 	 3.17891e-10
3048 	 2.02977 	 -4.76837e-10
3049 	 3.73242 	 1.58946e-10
3050 	 2.84726 	 -2.78155e-09
3051 	 2.27653 	 -4.76837e-10
3052 	 2.03635 	 0.0
3053 	 0.874619 	 -3.97364e-10
3054 	 0.226707 	 -2.38419e-10
3055 	 -0.341148 	 4.76837e-10
3056 	 -1.68433 	 3.17891e-10
3057 	 -0.919816 	 0.0
3058 	 -1.95876 	 7.94729e-10
3059 	 -3.52092 	 4.76837e-10
3060 	 -3.13099 	 7.94729e-11
3061 	 -3.47616 	 5.5631e-10
3062 	 -5.19294 	 9.53674e-10
3063 	 -4.53463 	 6.35783e-10
3064 	 -4.42242 	 8.74201e-10
3065 	 -3.69347 	 1.58946e-09
3066 	 -2.73323 	 7.94729e-11
3067 	 -3.0877 	 -1.19209e-09
3068 	 -2.91607 	 1.03315e-09
3069 	 -3.87018 	 7.94729e-11
3070 	 -3.42702 	 1.27157e-09
3071 	 -2.93769 	 7.94729e-10
3072 	 -2.65466 	 2.38419e-10
3073 	 -2.80612 	 7.94729e-10
3074 	 -2.83761 	 1.58946e-10
3075 	 -2.7035 	 7.94729e-10
3076 	 -3.82872 	 -7.94729e-11
3077 	 -2.86769 	 1.58946e-10
3078 	 -1.97037 	 -2.38419e-10
3079 	 -2.03876 	 -3.17891e-10
3080 	 -0.837918 	 -4.76837e-10
3081 	 0.046032 	 -5.5631e-10
3082 	 -0.682325 	 0.0
3083 	 0.837376 	 -1.58946e-10
3084 	 0.133267 	 1.58946e-10
3085 	 0.0385799 	 0.0
3086 	 1.00187 	 -4.76837e-10
3087 	 -0.461257 	 1.50998e-09
3088 	 1.15921 	 1.03315e-09
3089 	 0.976113 	 -1.90735e-09
3090 	 2.25615 	 3.17891e-10
3091 	 3.77763 	 -1.98682e-09
3092 	 2.27468 	 -1.11262e-09
3093 	 2.30727 	 -9.53674e-10
3094 	 2.14772 	 -1.50998e-09
3095 	 1.88618 	 -2.38419e-10
3096 	 1.78488 	 -1.58946e-10
3097 	 1.98422 	 3.97364e-10
3098 	 2.71781 	 7.15256e-10
3099 	 2.55241 	 8.74201e-10
3100 	 2.73526 	 9.53674e-10
3101 	 2.04473 	 7.15256e-10
3102 	 3.41259 	 3.97364e-10
3103 	 3.78311 	 7.15256e-10
3104 	 2.41919 	 -7.94729e-10
3105 	 1.26005 	 -7.15256e-10
3106 	 1.17513 	 -7.94729e-10
3107 	 1.06377 	 -1.66893e-09
3108 	 0.254228 	 -1.98682e-09
3109 	 -0.12193 	 -8.74201e-10
3110 	 0.0234532 	 -1.11262e-09
3111 	 -0.127339 	 3.97364e-10
3112 	 -0.477441 	 -1.7484e-09
3113 	 -1.48338 	 -6.35783e-10
3114 	 -1.6597 	 -2.38419e-10
3115 	 -0.856205 	 3.97364e-10
3116 	 -0.0854392 	 1.27157e-09
3117 	 1.05795 	 1.50998e-09
3118 	 1.22766 	 3.17891e-10
3119 	 1.01605 	 5.5631e-10
3120 	 0.959917 	 6.35783e-10
3121 	 -0.111223 	 -3.17891e-10
3122 	 0.156237 	 2.38419e-10
3123 	 0.339926 	 -1.27157e-09
3124 	 0.0792108 	 -1.50998e-09
3125 	 -0.420012 	 -1.43051e-09
3126 	 0.164434 	 -1.66893e-09
3127 	 -1.55047 	 3.97364e-10
3128 	 -1.48337 	 -1.27157e-09
3129 	 -0.838024 	 -2.30471e-09
3130 	 0.233069 	 1.90735e-09
3131 	 -0.116221 	 1.66893e-09
3132 	 -0.0870943 	 2.06629e-09
3133 	 -1.05397 	 7.94729e-10
3134 	 -0.856087 	 7.94729e-11
3135 	 -1.63664 	 7.15256e-10
3136 	 -1.56143 	 5.5631e-10
3137 	 -0.420235 	 1.58946e-10
3138 	 -1.46647 	 -7.94729e-11
3139 	 -0.842741 	 -2.38419e-10
3140 	 -2.58237 	 3.17891e-10
3141 	 -2.08879 	 3.17891e-10
3142 	 -1.54305 	 3.17891e-10
3143 	 -1.95787 	 1.58946e-10
3144 	 -1.69382 	 -9.53674e-10
3145 	 -1.8437 	 1.27157e-09
3146 	 -0.771471 	 7.94729e-11
3147 	 -0.111835 	 2.22524e-09
3148 	 0.599439 	 -3.17891e-10
3149 	 2.02037 	 1.86761e-09
3150 	 1.97423 	 -1.58946e-10
3151 	 1.93665 	 -6.35783e-10
3152 	 0.770784 	 -9.53674e-10
3153 	 -0.117673 	 -9.53674e-10
3154 	 0.121754 	 -3.17891e-10
3155 	 0.945881 	 -9.53674e-10
3156 	 1.22001 	 -6.35783e-10
3157 	 1.45496 	 7.94729e-11
3158 	 1.17998 	 -1.27157e-09
3159 	 1.83892 	 -1.66893e-09
3160 	 2.12003 	 -2.06629e-09
3161 	 2.28696 	 -2.14577e-09
3162 	 1.61452 	 -2.34445e-09
3163 	 1.26817 	 -1.47025e-09
3164 	 1.01797 	 -1.50998e-09
3165 	 1.16581 	 -1.7484e-09
3166 	 0.113476 	 -7.54992e-10
3167 	 -0.243752 	 -1.58946e-09
3168 	 -0.891372 	 -1.03315e-09
3169 	 -0.89174 	 -1.66893e-09
3170 	 -2.09423 	 -1.23183e-09
3171 	 -2.6486 	 -3.97364e-10
3172 	 -2.83574 	 -3.17891e-10
3173 	 -2.23349 	 -1.43051e-09
3174 	 -2.48556 	 -6.35783e-10
3175 	 -1.74685 	 -7.94729e-11
3176 	 -1.13896 	 -7.94729e-11
3177 	 -0.111017 	 -3.17891e-10
3178 	 -0.858282 	 -7.94729e-10
3179 	 -0.151006 	 -1.07288e-09
3180 	 -0.642092 	 -9.13938e-10
3181 	 -0.667711 	 -1.15236e-09
3182 	 -1.58534 	 -2.30471e-09
3183 	 -2.65104 	 -1.39078e-09
3184 	 -1.89333 	 -2.02656e-09
3185 	 -0.878139 	 -2.1855e-09
3186 	 -0.661843 	 -1.98682e-09
3187 	 -0.4639 	 -1.19209e-09
3188 	 -0.191893 	 -1.82788e-09
3189 	 0.228257 	 -2.66234e-09
3190 	 0.37129 	 -1.19209e-09
3191 	 0.0292063 	 -1.98682e-10
3192 	 0.093595 	 -1.39078e-09
3193 	 0.902102 	 -9.53674e-10
3194 	 1.39217 	 -1.3113e-09
3195 	 1.34278 	 -1.27157e-09
3196 	 1.18851 	 -1.50998e-09
3197 	 1.30435 	 -1.50998e-09
3198 	 2.53252 	 -1.19209e-09
3199 	 2.19132 	 -9.53674e-10
3200 	 1.09141 	 -1.70867e-09
3201 	 1.85962 	 -1.23183e-09
3202 	 3.16445 	 -1.35104e-09
3203 	 2.98836 	 0.0
3204 	 5.31261 	 -1.98682e-10
3205 	 5.11252 	 -1.15236e-09
3206 	 4.48631 	 6.35783e-10
3207 	 3.18985 	 -1.35104e-09
3208 	 2.62276 	 -3.97364e-11
3209 	 1.61387 	 -7.15256e-10
3210 	 0.305301 	 -1.86761e-09
3211 	 0.611032 	 -1.35104e-09
3212 	 0.798557 	 1.98682e-10
3213 	 0.549514 	 -1.11262e-09
3214 	 0.287927 	 -1.54972e-09
3215 	 -0.685236 	 -1.47025e-09
3216 	 -2.54117 	 -5.36442e-10
3217 	 -1.91903 	 -4.37101e-10
3218 	 -2.19307 	 7.94729e-11
3219 	 -2.58025 	 4.56969e-10
3220 	 -2.934 	 2.38419e-10
3221 	 -1.77865 	 3.57628e-10
3222 	 -1.52046 	 -4.76837e-10
3223 	 -2.52462 	 1.39077e-10
3224 	 -2.82399 	 -3.57628e-10
3225 	 -2.60864 	 -5.36442e-10
3226 	 -2.95527 	 -1.35104e-09
3227 	 -2.8318 	 -1.03315e-09
3228 	 -3.50671 	 -4.76837e-10
3229 	 -3.39852 	 -5.76178e-10
3230 	 -3.56332 	 -1.41064e-09
3231 	 -3.70817 	 -2.08616e-10
3232 	 -3.74866 	 -1.14242e-09
3233 	 -2.44198 	 -1.01328e-09
3234 	 -2.23547 	 -2.1855e-10
3235 	 -1.77783 	 -6.20882e-10
3236 	 -0.977207 	 -5.16574e-10
3237 	 -0.738024 	 -8.39432e-10
3238 	 -0.25013 	 -4.32134e-10
3239 	 -0.23603 	 -1.26908e-09
3240 	 -0.132504 	 -3.40243e-10
3241 	 0.927289 	 -2.08616e-10
3242 	 1.13038 	 -1.35601e-09
3243 	 1.32711 	 -2.00172e-09
3244 	 0.14671 	 -5.06639e-10
3245 	 -0.0135908 	 -1.40071e-09
3246 	 0.987799 	 5.06639e-10
3247 	 0.748187 	 -2.6226e-09
3248 	 0.129625 	 2.22524e-09
3249 	 0.181781 	 2.54313e-09
3250 	 -0.744631 	 -2.86102e-09
3251 	 -0.677932 	 -8.14597e-10
3252 	 -1.94173 	 -2.58287e-10
3253 	 -1.94275 	 -5.76178e-10
3254 	 -1.88084 	 -1.98682e-10
3255 	 -0.83084 	 3.57628e-10
3256 	 -0.866842 	 -7.54992e-10
3257 	 -1.03936 	 -5.16574e-10
3258 	 -0.936638 	 -1.19209e-10
3259 	 -1.52641 	 -5.5631e-10
3260 	 -0.910552 	 -3.17891e-10
3261 	 -2.26753 	 -6.35783e-10
3262 	 -1.61137 	 -3.17891e-10
3263 	 -1.0722 	 -5.96046e-10
3264 	 -0.280479 	 -3.97364e-10
3265 	 0.60953 	 -1.50998e-09
3266 	 0.0394516 	 -3.17891e-10
3267 	 0.543889 	 2.38419e-09
3268 	 1.59645 	 1.47025e-09
3269 	 0.931644 	 2.78155e-09
3270 	 0.952768 	 4.76837e-10
3271 	 0.991109 	 -4.76837e-10
3272 	 2.0432 	 3.97364e-10
3273 	 0.856219 	 1.19209e-10
3274 	 0.812531 	 5.96046e-10
3275 	 0.847131 	 1.15236e-09
3276 	 0.667416 	 7.94729e-10
3277 	 0.100855 	 2.38419e-10
3278 	 0.223156 	 3.97364e-10
3279 	 1.07173 	 3.97364e-10
3280 	 2.9913 	 -1.58946e-10
3281 	 2.96494 	 9.93411e-10
3282 	 2.14108 	 9.93411e-10
3283 	 1.33093 	 1.11262e-09
3284 	 0.235415 	 3.97364e-10
3285 	 -0.0118775 	 3.97364e-11
3286 	 -1.21694 	 1.86761e-09
3287 	 -2.14696 	 9.53674e-10
3288 	 -3.5489 	 1.19209e-10
3289 	 -2.81577 	 1.70867e-09
3290 	 -3.8524 	 1.7484e-09
3291 	 -3.51078 	 4.37101e-10
3292 	 -2.88244 	 1.98682e-09
3293 	 -2.78017 	 6.35783e-10
3294 	 -2.06231 	 1.27157e-09
3295 	 -1.07349 	 1.7484e-09
3296 	 -0.967905 	 1.66893e-09
3297 	 -0.941509 	 1.23183e-09
3298 	 -1.5247 	 5.5631e-10
3299 	 -3.14122 	 9.13938e-10
3300 	 -3.04579 	 7.15256e-10
3301 	 -3.57928 	 4.37101e-10
3302 	 -2.56218 	 -1.98682e-10
3303 	 -2.62621 	 2.38419e-10
3304 	 -0.233592 	 5.96046e-10
3305 	 0.339849 	 -1.03315e-09
3306 	 1.70284 	 -3.17891e-10
3307 	 2.08774 	 4.37101e-10
3308 	 1.08195 	 -6.35783e-10
3309 	 0.999938 	 -2.38419e-10
3310 	 -0.00294781 	 1.58946e-10
3311 	 -1.20238 	 -2.38419e-09
3312 	 -0.882995 	 -8.74201e-10
3313 	 -1.56441 	 -1.03315e-09
3314 	 -0.975533 	 -3.17891e-10
3315 	 -0.214067 	 -3.17891e-10
3316 	 -0.0759211 	 -3.97364e-10
3317 	 0.103035 	 8.74201e-10
3318 	 -0.596928 	 -7.94729e-11
3319 	 -1.85872 	 3.97364e-10
3320 	 -2.75492 	 7.94729e-11
3321 	 -4.6001 	 3.17891e-10
3322 	 -3.9162 	 3.17891e-10
3323 	 -3.38849 	 7.15256e-10
3324 	 -2.77965 	 9.53674e-10
3325 	 -2.93491 	 1.43051e-09
3326 	 -2.67688 	 0.0
3327 	 -2.70643 	 -6.35783e-10
3328 	 -1.84703 	 9.53674e-10
3329 	 -2.90111 	 3.17891e-10
3330 	 -2.39721 	 -1.58946e-10
3331 	 -1.51222 	 6.35783e-10
3332 	 -0.0605812 	 1.58946e-10
3333 	 0.770421 	 6.35783e-10
3334 	 0.382704 	 6.35783e-10
3335 	 0.0158067 	 4.76837e-10
3336 	 1.02283 	 1.58946e-10
3337 	 1.43682 	 1.27157e-09
3338 	 1.61563 	 1.27157e-09
3339 	 1.21386 	 3.17891e-10
3340 	 2.65184 	 1.27157e-09
3341 	 0.922305 	 9.53674e-10
3342 	 1.02109 	 1.90735e-09
3343 	 0.907965 	 1.27157e-09
3344 	 1.00652 	 1.27157e-09
3345 	 1.51177 	 2.22524e-09
3346 	 2.06868 	 1.58946e-09
3347 	 2.18304 	 2.22524e-09
3348 	 2.25918 	 2.54313e-09
3349 	 2.77662 	 3.17891e-09
3350 	 1.41075 	 1.58946e-09
3351 	 2.20259 	 1.90735e-09
3352 	 0.851486 	 3.17891e-09
3353 	 0.221685 	 1.90735e-09
3354 	 0.306645 	 1.27157e-09
3355 	 0.537447 	 1.90735e-09
3356 	 0.891314 	 1.27157e-09
3357 	 0.466479 	 1.90735e-09
3358 	 0.946405 	 1.90735e-09
3359 	 1.1723 	 1.90735e-09
3360 	 1.21765 	 3.8147e-09
3361 	 1.18742 	 1.90735e-09
3362 	 0.922339 	 1.27157e-09
3363 	 1.26647 	 0.0
3364 	 1.07524 	 0.0
3365 	 0.222465 	 -2.54313e-09
3366 	 -1.05923 	 0.0
3367 	 -0.842523 	 2.54313e-09
3368 	 -0.32217 	 0.0
3369 	 -0.133336 	 -2.54313e-09
3370 	 0.698887 	 0.0
3371 	 2.0136 	 7.62939e-09
3372 	 2.14932 	 3.8147e-09
3373 	 3.01533 	 0.0
3374 	 2.29787 	 3.17891e-09
3375 	 1.74888 	 0.0
3376 	 1.82482 	 2.98023e-11
3377 	 1.21463 	 -1.27157e-09
3378 	 1.13869 	 -1.27157e-09
3379 	 0.354895 	 -2.54313e-09
3380 	 -0.777155 	 -1.58946e-09
3381 	 -1.8982 	 -1.27157e-09
3382 	 -1.72556 	 -1.27157e-09
3383 	 -1.94401 	 -1.27157e-09
3384 	 -2.62893 	 -9.53674e-10
3385 	 -2.54828 	 -6.35783e-10
3386 	 -2.07638 	 3.17891e-10
3387 	 -2.44811 	 3.17891e-10
3388 	 -1.87896 	 -6.35783e-10
3389 	 -1.78351 	 -1.58946e-09
3390 	 -1.85983 	 9.53674e-10
3391 	 -0.849832 	 -1.27157e-09
3392 	 -0.0122156 	 -6.35783e-10
3393 	 -0.151318 	 -3.17891e-10
3394 	 0.973787 	 6.35783e-10
3395 	 0.310521 	 0.0
3396 	 0.109005 	 -3.17891e-10
3397 	 -0.00905991 	 -3.17891e-10
3398 	 1.3245 	 6.35783e-10
3399 	 2.18098 	 -3.17891e-10
3400 	 3.64605 	 3.17891e-10
3401 	 3.72345 	 1.90735e-09
3402 	 3.82208 	 1.90735e-09
3403 	 4.03405 	 1.27157e-09
3404 	 3.67594 	 1.27157e-09
3405 	 3.83613 	 2.54313e-09
3406 	 3.75502 	 9.53674e-10
3407 	 2.0419 	 0.0
3408 	 1.73273 	 -6.35783e-10
3409 	 1.44117 	 -1.27157e-09
3410 	 0.518658 	 0.0
3411 	 0.990146 	 3.17891e-10
3412 	 0.929657 	 3.17891e-10
3413 	 0.324311 	 6.35783e-10
3414 	 -0.589698 	 -1.27157e-09
3415 	 -1.54373 	 0.0
3416 	 -2.89516 	 -6.35783e-10
3417 	 -4.17781 	 -9.53674e-10
3418 	 -3.33531 	 -9.53674e-10
3419 	 -2.80364 	 -9.53674e-10
3420 	 -3.32426 	 -9.53674e-10
3421 	 -3.73971 	 -1.90735e-09
3422 	 -3.93181 	 -1.58946e-09
3423 	 -3.46951 	 -1.58946e-09
3424 	 -3.58123 	 -1.27157e-09
3425 	 -3.55228 	 -1.90735e-09
3426 	 -2.87889 	 -1.58946e-09
3427 	 -2.53628 	 -9.53674e-10
3428 	 -1.77474 	 -6.35783e-10
3429 	 -1.80821 	 -6.35783e-10
3430 	 -2.00252 	 1.58946e-09
3431 	 -2.28008 	 -9.53674e-10
3432 	 -2.65763 	 1.58946e-10
3433 	 -1.48844 	 -1.7484e-09
3434 	 -0.627802 	 -1.27157e-09
3435 	 -0.951363 	 -2.22524e-09
3436 	 -0.94133 	 -1.27157e-09
3437 	 -0.277278 	 -1.43051e-09
3438 	 -0.176137 	 -1.7484e-09
3439 	 0.543293 	 -1.90735e-09
3440 	 0.518988 	 -1.7484e-09
3441 	 0.0821943 	 -1.43051e-09
3442 	 0.836415 	 -1.90735e-09
3443 	 1.6341 	 -1.7484e-09
3444 	 2.38209 	 -2.06629e-09
3445 	 2.618 	 -2.22524e-09
3446 	 2.21094 	 -1.90735e-09
3447 	 2.17856 	 -9.53674e-10
3448 	 2.12869 	 0.0
3449 	 2.03924 	 -1.58946e-09
3450 	 2.06757 	 -3.17891e-10
3451 	 1.82278 	 1.7484e-09
3452 	 2.22583 	 -2.06629e-09
3453 	 0.996683 	 3.17891e-10
3454 	 1.02522 	 -1.27157e-09
3455 	 0.880136 	 -1.7484e-09
3456 	 0.994242 	 -7.94729e-10
3457 	 1.86346 	 -6.35783e-10
3458 	 1.8059 	 -1.58946e-10
3459 	 2.05198 	 -1.11262e-09
3460 	 1.99051 	 -1.58946e-10
3461 	 1.96914 	 -7.94729e-10
3462 	 1.07032 	 -9.53674e-10
3463 	 2.07867 	 -9.53674e-10
3464 	 3.12958 	 -1.11262e-09
3465 	 2.95864 	 -3.17891e-10
3466 	 3.72807 	 -1.7484e-09
3467 	 2.80275 	 -1.43051e-09
3468 	 3.17199 	 -6.35783e-10
3469 	 2.16968 	 -1.27157e-09
3470 	 1.2409 	 -1.43051e-09
3471 	 1.18659 	 6.35783e-10
3472 	 1.07703 	 -6.35783e-10
3473 	 0.123743 	 -3.17891e-10
3474 	 -1.21437 	 -1.43051e-09
3475 	 -1.0404 	 -1.7484e-09
3476 	 -1.0672 	 -1.43051e-09
3477 	 -1.07741 	 -6.35783e-10
3478 	 -1.82637 	 -7.94729e-10
3479 	 -0.915756 	 -1.27157e-09
3480 	 -0.975472 	 -1.7484e-09
3481 	 0.0238199 	 -1.58946e-09
3482 	 0.0472078 	 -2.06629e-09
3483 	 -0.0606747 	 -6.35783e-10
3484 	 0.485085 	 -7.15256e-10
3485 	 0.411087 	 -1.58946e-09
3486 	 0.954515 	 -1.43051e-09
3487 	 0.900947 	 7.94729e-10
3488 	 0.758782 	 -9.53674e-10
3489 	 0.243045 	 -5.5631e-10
3490 	 0.329767 	 3.17891e-10
3491 	 -0.0123363 	 -4.76837e-10
3492 	 1.21371 	 -8.74201e-10
3493 	 2.04138 	 -6.35783e-10
3494 	 1.01353 	 3.17891e-10
3495 	 1.09597 	 -3.17891e-10
3496 	 0.991159 	 -7.94729e-10
3497 	 1.98506 	 -4.76837e-10
3498 	 1.59986 	 -1.58946e-09
3499 	 1.3152 	 -1.11262e-09
3500 	 1.12436 	 -2.78155e-09
3501 	 0.164105 	 -1.66893e-09
3502 	 -0.775219 	 -1.98682e-09
3503 	 -1.7867 	 -1.35104e-09
3504 	 -2.617 	 -1.58946e-09
3505 	 -2.60884 	 -2.06629e-09
3506 	 -3.15185 	 7.94729e-10
3507 	 -3.73747 	 -3.01997e-09
3508 	 -2.6486 	 -4.13259e-09
3509 	 -3.71844 	 -1.58946e-09
3510 	 -2.74896 	 -7.94729e-11
3511 	 -2.63143 	 2.38419e-10
3512 	 -4.15941 	 -3.17891e-10
3513 	 -3.91798 	 -9.53674e-10
3514 	 -4.08015 	 5.5631e-10
3515 	 -4.91171 	 9.53674e-10
3516 	 -3.89737 	 8.74201e-10
3517 	 -2.55394 	 8.74201e-10
3518 	 -1.11723 	 5.5631e-10
3519 	 -0.100204 	 7.94729e-10
3520 	 0.241314 	 8.34465e-10
3521 	 0.501817 	 -9.53674e-10
3522 	 0.961287 	 2.38419e-10
3523 	 0.888716 	 -7.15256e-10
3524 	 0.101068 	 -5.5631e-10
3525 	 0.29524 	 3.97364e-11
3526 	 0.199784 	 -2.26498e-09
3527 	 2.06043 	 2.38419e-10
3528 	 2.25347 	 2.38419e-10
3529 	 1.34014 	 -1.39078e-09
3530 	 2.12527 	 -2.78155e-10
3531 	 1.62976 	 -8.74201e-10
3532 	 1.9349 	 -7.54992e-10
3533 	 2.52553 	 7.94729e-10
3534 	 2.50622 	 6.35783e-10
3535 	 4.98334 	 4.37101e-10
3536 	 5.06158 	 8.34465e-10
3537 	 4.95584 	 1.19209e-09
3538 	 5.42948 	 1.90735e-09
3539 	 3.82411 	 1.70867e-09
3540 	 4.18401 	 1.35104e-09
3541 	 4.25066 	 1.23183e-09
3542 	 3.2272 	 2.30471e-09
3543 	 3.97613 	 2.1855e-09
3544 	 3.94579 	 1.27157e-09
3545 	 5.04157 	 6.35783e-10
3546 	 3.67857 	 5.5631e-10
3547 	 2.79629 	 -1.50998e-09
3548 	 2.39422 	 -7.15256e-10
3549 	 1.54767 	 -7.94729e-10
3550 	 1.0934 	 -1.03315e-09
3551 	 0.261105 	 -9.53674e-10
3552 	 0.368731 	 -1.27157e-09
3553 	 -0.797131 	 6.15915e-10
3554 	 -0.0336847 	 -1.03315e-09
3555 	 -0.884376 	 -8.14597e-10
3556 	 -1.0912 	 -4.96705e-10
3557 	 -1.55308 	 3.77496e-10
3558 	 -0.835107 	 3.57628e-10
3559 	 -0.883829 	 4.37101e-10
3560 	 0.188822 	 -4.56969e-10
3561 	 0.575953 	 1.19209e-10
3562 	 0.961535 	 1.98682e-11
3563 	 1.07819 	 -1.98682e-10
3564 	 0.157053 	 -5.16574e-10
3565 	 -0.58139 	 1.39077e-10
3566 	 -1.75679 	 -3.17891e-10
3567 	 -2.01753 	 -7.35124e-10
3568 	 -2.60604 	 -5.16574e-10
3569 	 -2.02101 	 -4.76837e-10
3570 	 -0.974617 	 -1.43051e-09
3571 	 -0.748176 	 1.15236e-09
3572 	 -0.769037 	 -7.35124e-10
3573 	 -0.86699 	 3.17891e-10
3574 	 -2.73095 	 -3.3776e-10
3575 	 -2.55859 	 3.57628e-10
3576 	 -3.13507 	 7.94729e-11
3577 	 -4.01428 	 4.17232e-10
3578 	 -2.77607 	 -1.19209e-10
3579 	 -1.82404 	 1.58946e-10
3580 	 -1.45238 	 -1.64906e-09
3581 	 -0.979206 	 -1.54972e-09
3582 	 -0.570395 	 -1.05302e-09
3583 	 -1.06778 	 -6.75519e-10
3584 	 -1.0526 	 -9.33806e-10
3585 	 -2.06726 	 -1.39078e-09
3586 	 -2.84169 	 -5.36442e-10
3587 	 -2.7382 	 -1.49012e-09
3588 	 -2.81989 	 2.78155e-10
3589 	 -2.5673 	 -1.52985e-09
3590 	 -1.48793 	 1.58946e-10
3591 	 -0.410526 	 -3.97364e-11
3592 	 0.207042 	 -1.09275e-10
3593 	 0.895254 	 1.39077e-10
3594 	 0.501903 	 8.34465e-10
3595 	 0.417244 	 7.7486e-10
3596 	 0.0277929 	 1.3113e-09
3597 	 0.757859 	 2.26498e-09
3598 	 1.74599 	 2.14577e-09
3599 	 3.5474 	 1.86761e-09
3600 	 5.13458 	 2.30471e-09
3601 	 6.27916 	 1.58946e-09
3602 	 6.70601 	 1.39078e-09
3603 	 5.84279 	 1.86761e-09
3604 	 7.12041 	 1.96695e-09
3605 	 7.04562 	 2.14577e-09
3606 	 6.11098 	 2.04643e-09
3607 	 6.69077 	 1.62919e-09
3608 	 5.80058 	 1.98682e-10
3609 	 6.46231 	 3.09944e-09
3610 	 6.78215 	 2.14577e-09
3611 	 6.9705 	 2.38419e-09
3612 	 5.74447 	 1.49012e-09
3613 	 5.04665 	 2.06629e-09
3614 	 4.75864 	 2.84115e-09
3615 	 4.17857 	 1.45038e-09
3616 	 3.17606 	 1.659e-09
3617 	 0.904074 	 2.1855e-10
3618 	 0.879392 	 8.64267e-10
3619 	 -0.165971 	 4.17232e-10
3620 	 -1.58201 	 9.73542e-10
3621 	 -1.92154 	 -3.07957e-10
3622 	 -1.9677 	 8.9407e-11
3623 	 -0.740251 	 -2.08616e-10
3624 	 -2.09811 	 1.33117e-09
3625 	 -2.62598 	 1.39078e-09
3626 	 -2.9428 	 2.39412e-09
3627 	 -3.88657 	 -2.67227e-09
3628 	 -3.8121 	 6.35783e-10
3629 	 -3.6214 	 2.82129e-09
3630 	 -3.41786 	 2.44379e-09
3631 	 -3.68398 	 3.52661e-10
3632 	 -2.91908 	 1.41561e-09
3633 	 -2.90144 	 2.02159e-09
3634 	 -1.86149 	 4.91738e-10
3635 	 -1.94545 	 2.98023e-10
3636 	 -1.66298 	 9.08971e-10
3637 	 -1.15649 	 3.42727e-10
3638 	 -0.562206 	 1.30634e-09
3639 	 -0.117511 	 -1.29143e-10
3640 	 0.538683 	 -7.00355e-10
3641 	 0.540506 	 2.03649e-10
3642 	 0.59469 	 8.34465e-10
3643 	 0.306408 	 -1.83781e-10
3644 	 -0.16803 	 -1.93715e-10
3645 	 0.284099 	 -3.62595e-10
3646 	 -0.731175 	 1.78814e-10
3647 	 0.2117 	 4.37101e-10
3648 	 1.07181 	 9.28839e-10
3649 	 1.94256 	 -6.95387e-11
3650 	 2.16649 	 5.81145e-10
3651 	 2.13533 	 -8.74201e-10
3652 	 2.69152 	 8.29498e-10
3653 	 2.67693 	 -1.83781e-10
3654 	 2.83693 	 6.05981e-10
3655 	 3.08648 	 3.97364e-10
3656 	 2.80079 	 8.41916e-10
3657 	 4.01417 	 4.84288e-10
3658 	 3.52924 	 8.46883e-10
3659 	 3.84426 	 9.4374e-10
3660 	 4.21585 	 5.1409e-10
3661 	 3.82092 	 9.28839e-10
3662 	 3.16881 	 2.75671e-10
3663 	 3.05857 	 2.55803e-10
3664 	 2.0076 	 1.04308e-10
3665 	 1.1711 	 1.14242e-09
3666 	 -0.177214 	 -3.99848e-10
3667 	 -0.46844 	 -2.65737e-10
3668 	 0.000567913 	 2.5332e-10
3669 	 -1.06022 	 -1.35601e-09
3670 	 -1.05009 	 -2.22027e-09
3671 	 -0.763008 	 -1.1387e-09
3672 	 -0.773078 	 -7.45058e-11
3673 	 -0.967559 	 -1.83533e-09
3674 	 -0.770551 	 -1.11759e-09
3675 	 -0.929808 	 -6.1964e-10
3676 	 -0.543159 	 -9.574e-10
3677 	 -0.183116 	 -8.66751e-10
3678 	 -0.0427504 	 -1.13125e-09
3679 	 -1.11003 	 -1.08033e-10
3680 	 -1.57497 	 -6.66827e-10
3681 	 -1.88694 	 -9.82235e-10
3682 	 -1.56348 	 -5.63761e-10
3683 	 -2.17919 	 -3.81221e-10
3684 	 -2.015 	 -1.60808e-09
3685 	 -2.40315 	 -1.40443e-09
3686 	 -1.70631 	 -5.78662e-10
3687 	 -1.37697 	 -9.44982e-10
3688 	 -0.772885 	 -1.09772e-09
3689 	 -0.494289 	 -6.18398e-10
3690 	 -0.537771 	 -1.16726e-10
3691 	 -0.814694 	 5.1409e-10
3692 	 -1.18724 	 -1.51247e-09
3693 	 -1.1881 	 -2.90573e-10
3694 	 -0.591054 	 -1.00583e-09
