#ticks	median	decon
1513 	 1.15577 	 -0.000349768
1514 	 1.46523 	 -0.000351391
1515 	 1.24482 	 -0.000353028
1516 	 0.896946 	 -0.000354677
1517 	 0.944862 	 -0.000356341
1518 	 -1.67826 	 -0.00035802
1519 	 -2.6601 	 -0.000359714
1520 	 -2.18838 	 -0.000361425
1521 	 -2.36859 	 -0.000363152
1522 	 -4.16023 	 -0.000364896
1523 	 -2.7165 	 -0.000366655
1524 	 -1.41294 	 -0.000368433
1525 	 -1.26449 	 -0.000370229
1526 	 -1.50907 	 -0.000372044
1527 	 -1.15152 	 -0.000373879
1528 	 -1.95358 	 -0.000375732
1529 	 -1.17747 	 -0.000377607
1530 	 -1.12711 	 -0.000379502
1531 	 -2.79767 	 -0.00038142
1532 	 -1.28624 	 -0.000383355
1533 	 -0.996151 	 -0.000385318
1534 	 -3.22289 	 -0.000387301
1535 	 -2.02002 	 -0.000389307
1536 	 -1.35426 	 -0.000391337
1537 	 -1.3176 	 -0.000393391
1538 	 -0.120228 	 -0.000395471
1539 	 -0.0912437 	 -0.000397574
1540 	 0.847111 	 -0.000399704
1541 	 2.72935 	 -0.000401857
1542 	 2.77791 	 -0.000404039
1543 	 4.16013 	 -0.000406246
1544 	 3.67391 	 -0.000408482
1545 	 4.83217 	 -0.000410743
1546 	 4.90816 	 -0.000413031
1547 	 4.32074 	 -0.000415347
1548 	 4.34871 	 -0.000417691
1549 	 3.9201 	 -0.000420062
1550 	 5.00189 	 -0.00042246
1551 	 4.03005 	 -0.000424883
1552 	 3.92576 	 -0.000427335
1553 	 2.81285 	 -0.000429812
1554 	 2.87427 	 -0.000432315
1555 	 4.95069 	 -0.000434843
1556 	 4.8005 	 -0.000437396
1557 	 4.10838 	 -0.000439973
1558 	 3.27318 	 -0.000442572
1559 	 3.26317 	 -0.00044519
1560 	 2.2748 	 -0.00044783
1561 	 2.08143 	 -0.000450491
1562 	 1.16285 	 -0.000453168
1563 	 0.961967 	 -0.000455858
1564 	 0.558465 	 -0.000458562
1565 	 0.830617 	 -0.000461274
1566 	 0.420464 	 -0.000464003
1567 	 -0.810845 	 -0.000466731
1568 	 -0.399352 	 -0.000469462
1569 	 -1.22162 	 -0.000472198
1570 	 -2.01239 	 -0.000474929
1571 	 -2.45737 	 -0.000477648
1572 	 -2.14152 	 -0.000480363
1573 	 -1.51973 	 -0.000483059
1574 	 -0.920123 	 -0.000485739
1575 	 -1.60119 	 -0.000488396
1576 	 -0.0942068 	 -0.000491025
1577 	 0.353274 	 -0.000493622
1578 	 0.224586 	 -0.000496182
1579 	 0.164587 	 -0.000498698
1580 	 0.339127 	 -0.000501168
1581 	 -0.432201 	 -0.000503585
1582 	 0.687939 	 -0.00050595
1583 	 0.111742 	 -0.000508256
1584 	 0.232908 	 -0.000510499
1585 	 -0.94704 	 -0.000512677
1586 	 0.168016 	 -0.000514785
1587 	 1.16629 	 -0.00051682
1588 	 1.23199 	 -0.00051877
1589 	 1.32344 	 -0.000520641
1590 	 3.03298 	 -0.000522425
1591 	 2.95701 	 -0.00052412
1592 	 2.75357 	 -0.000525728
1593 	 2.3323 	 -0.000527252
1594 	 2.17092 	 -0.000528684
1595 	 2.05957 	 -0.000530036
1596 	 1.1992 	 -0.000531304
1597 	 1.16463 	 -0.000532487
1598 	 1.158 	 -0.00053359
1599 	 -0.0404577 	 -0.000534613
1600 	 0.581495 	 -0.000535564
1601 	 -0.129642 	 -0.000536454
1602 	 -0.627549 	 -0.000537304
1603 	 -1.25908 	 -0.000538141
1604 	 -0.599297 	 -0.000538997
1605 	 -1.57984 	 -0.000539904
1606 	 0.444946 	 -0.000540902
1607 	 -0.449783 	 -0.000542018
1608 	 -0.164127 	 -0.000543276
1609 	 -0.0767059 	 -0.000544695
1610 	 -2.52601 	 -0.000546273
1611 	 0.407726 	 -0.000548006
1612 	 -0.819302 	 -0.000549886
1613 	 0.85673 	 -0.000551901
1614 	 0.264034 	 -0.000554035
1615 	 0.417938 	 -0.000556279
1616 	 0.418171 	 -0.000558628
1617 	 0.275604 	 -0.000561081
1618 	 0.731754 	 -0.000563642
1619 	 0.45018 	 -0.000566317
1620 	 0.515697 	 -0.000569115
1621 	 1.15047 	 -0.000572042
1622 	 0.38171 	 -0.000575104
1623 	 0.376835 	 -0.000578304
1624 	 0.882547 	 -0.000581646
1625 	 -0.237233 	 -0.000585132
1626 	 0.31234 	 -0.000588763
1627 	 1.47693 	 -0.000592539
1628 	 2.25237 	 -0.000596468
1629 	 2.40732 	 -0.000600547
1630 	 2.0123 	 -0.000604788
1631 	 1.21108 	 -0.000609193
1632 	 0.339438 	 -0.000613768
1633 	 0.936188 	 -0.000618516
1634 	 1.94139 	 -0.000623444
1635 	 0.203951 	 -0.000628557
1636 	 0.840776 	 -0.000633861
1637 	 1.78148 	 -0.00063936
1638 	 2.20645 	 -0.000645063
1639 	 2.5561 	 -0.000650973
1640 	 1.90029 	 -0.0006571
1641 	 0.102226 	 -0.000663448
1642 	 0.885951 	 -0.000670028
1643 	 -0.103916 	 -0.000676846
1644 	 -0.332994 	 -0.000683911
1645 	 -0.707996 	 -0.000691228
1646 	 -0.159954 	 -0.000698808
1647 	 0.338284 	 -0.000706655
1648 	 0.448431 	 -0.000714784
1649 	 -0.639496 	 -0.000723198
1650 	 0.275024 	 -0.000731908
1651 	 0.59034 	 -0.000740921
1652 	 0.761093 	 -0.000750251
1653 	 2.90896 	 -0.000759898
1654 	 3.79214 	 -0.000769877
1655 	 4.0013 	 -0.000780192
1656 	 5.02451 	 -0.000790855
1657 	 4.43666 	 -0.000801868
1658 	 4.17023 	 -0.000813243
1659 	 2.8691 	 -0.000824981
1660 	 3.62776 	 -0.000837091
1661 	 4.2812 	 -0.000849574
1662 	 3.74007 	 -0.000862436
1663 	 2.08628 	 -0.000875678
1664 	 3.7626 	 -0.000889301
1665 	 2.44455 	 -0.000903302
1666 	 2.73762 	 -0.000917676
1667 	 3.16357 	 -0.000932409
1668 	 2.37079 	 -0.000947493
1669 	 1.77154 	 -0.000962916
1670 	 1.95488 	 -0.000978665
1671 	 1.6324 	 -0.000994729
1672 	 2.63596 	 -0.00101108
1673 	 1.54744 	 -0.00102771
1674 	 2.14904 	 -0.00104457
1675 	 2.41645 	 -0.0010616
1676 	 2.53616 	 -0.00107874
1677 	 1.14554 	 -0.00109589
1678 	 0.476677 	 -0.00111297
1679 	 -0.332058 	 -0.00112991
1680 	 0.472282 	 -0.00114667
1681 	 0.506632 	 -0.00116322
1682 	 1.05443 	 -0.00117954
1683 	 0.286766 	 -0.00119557
1684 	 0.409817 	 -0.0012112
1685 	 0.304005 	 -0.00122616
1686 	 1.28639 	 -0.0012401
1687 	 2.1998 	 -0.00125254
1688 	 0.337732 	 -0.00126299
1689 	 -0.259384 	 -0.00127106
1690 	 -1.89345 	 -0.0012765
1691 	 -2.32098 	 -0.0012793
1692 	 -0.465565 	 -0.00127968
1693 	 -1.05357 	 -0.00127798
1694 	 -0.320816 	 -0.00127445
1695 	 -1.04054 	 -0.00126918
1696 	 -1.18534 	 -0.00126185
1697 	 -0.894711 	 -0.00125183
1698 	 -0.639198 	 -0.00123821
1699 	 -1.57718 	 -0.0012201
1700 	 -0.253658 	 -0.00119689
1701 	 0.722652 	 -0.00116849
1702 	 -0.178276 	 -0.00113534
1703 	 2.6068 	 -0.00109825
1704 	 0.722631 	 -0.001058
1705 	 2.32042 	 -0.00101482
1706 	 1.66087 	 -0.000967867
1707 	 1.0087 	 -0.000915049
1708 	 3.01229 	 -0.000853131
1709 	 2.46833 	 -0.000778327
1710 	 1.91671 	 -0.000687257
1711 	 2.13981 	 -0.000578082
1712 	 1.15907 	 -0.000451474
1713 	 2.98889 	 -0.000311246
1714 	 1.31114 	 -0.00016433
1715 	 1.99817 	 -2.00468e-05
1716 	 1.81903 	 0.000111186
1717 	 1.79817 	 0.000219533
1718 	 1.26564 	 0.000297382
1719 	 0.646896 	 0.000340637
1720 	 1.49939 	 0.000349353
1721 	 2.22433 	 0.000327588
1722 	 0.808891 	 0.000282524
1723 	 1.60661 	 0.000223065
1724 	 1.06969 	 0.000158229
1725 	 0.40678 	 9.57018e-05
1726 	 1.21172 	 4.08079e-05
1727 	 2.08805 	 -3.91397e-06
1728 	 0.622901 	 -3.85238e-05
1729 	 1.48932 	 -6.50155e-05
1730 	 -0.130745 	 -8.64144e-05
1731 	 -0.926445 	 -0.000105832
1732 	 -2.28098 	 -0.000125772
1733 	 -0.657684 	 -0.000147721
1734 	 -1.69878 	 -0.000172132
1735 	 -2.83393 	 -0.000198646
1736 	 -2.41773 	 -0.000226488
1737 	 -2.98803 	 -0.000254845
1738 	 -3.91653 	 -0.000283148
1739 	 -3.08058 	 -0.000311184
1740 	 -4.42167 	 -0.00033907
1741 	 -4.02019 	 -0.000367114
1742 	 -3.28833 	 -0.000395651
1743 	 -2.6773 	 -0.000424921
1744 	 -1.63787 	 -0.000455021
1745 	 -1.63875 	 -0.000485914
1746 	 -0.458111 	 -0.000517507
1747 	 -0.608746 	 -0.000549738
1748 	 0.313423 	 -0.000582616
1749 	 0.957565 	 -0.000616259
1750 	 -0.0521545 	 -0.000650863
1751 	 0.628315 	 -0.000686666
1752 	 2.02253 	 -0.00072389
1753 	 2.30884 	 -0.000762731
1754 	 3.27134 	 -0.00080333
1755 	 2.71811 	 -0.000845808
1756 	 3.36021 	 -0.000890277
1757 	 5.27373 	 -0.000936869
1758 	 3.50583 	 -0.000985757
1759 	 2.87216 	 -0.00103715
1760 	 3.55952 	 -0.00109131
1761 	 1.26897 	 -0.00114853
1762 	 1.36369 	 -0.00120913
1763 	 1.04048 	 -0.00127348
1764 	 1.5106 	 -0.00134194
1765 	 2.01596 	 -0.00141485
1766 	 2.04233 	 -0.00149251
1767 	 1.97918 	 -0.00157519
1768 	 2.93243 	 -0.00166314
1769 	 2.91015 	 -0.00175674
1770 	 3.00288 	 -0.00185654
1771 	 2.29493 	 -0.00196338
1772 	 2.5613 	 -0.00207836
1773 	 2.31964 	 -0.00220262
1774 	 1.82233 	 -0.00233698
1775 	 2.17445 	 -0.00248162
1776 	 2.32435 	 -0.0026359
1777 	 1.1454 	 -0.00279866
1778 	 1.68632 	 -0.00296905
1779 	 1.84432 	 -0.00314773
1780 	 1.07119 	 -0.00333799
1781 	 0.869384 	 -0.003546
1782 	 -0.457418 	 -0.00377961
1783 	 0.608865 	 -0.00404557
1784 	 0.168595 	 -0.00434565
1785 	 0.168153 	 -0.00467336
1786 	 0.0216236 	 -0.00501317
1787 	 -0.423256 	 -0.00534408
1788 	 0.107594 	 -0.00564788
1789 	 -0.34129 	 -0.00592038
1790 	 1.53822 	 -0.00618161
1791 	 -0.377327 	 -0.00647971
1792 	 -1.22501 	 -0.00688379
1793 	 -1.45716 	 -0.00746445
1794 	 -1.83675 	 -0.00826518
1795 	 -2.97719 	 -0.00927343
1796 	 -0.819965 	 -0.0104031
1797 	 -1.91066 	 -0.0114993
1798 	 -1.84466 	 -0.0123708
1799 	 -3.65825 	 -0.0128448
1800 	 -2.24118 	 -0.0128295
1801 	 -2.70842 	 -0.0123615
1802 	 -1.38333 	 -0.0116168
1803 	 -2.51046 	 -0.0108715
1804 	 -1.41923 	 -0.0104178
1805 	 -0.113022 	 -0.0104574
1806 	 1.20927 	 -0.0110095
1807 	 0.979092 	 -0.0118745
1808 	 1.58249 	 -0.012678
1809 	 0.983692 	 -0.0129966
1810 	 -0.400562 	 -0.0125344
1811 	 0.117481 	 -0.0112909
1812 	 -2.06507 	 -0.00965301
1813 	 -1.4516 	 -0.00835649
1814 	 -1.257 	 -0.00829844
1815 	 -1.48944 	 -0.010231
1816 	 -3.08449 	 -0.0144154
1817 	 -3.2548 	 -0.0203438
1818 	 -3.28158 	 -0.026634
1819 	 -3.11899 	 -0.0311661
1820 	 -3.912 	 -0.0314673
1821 	 -3.52011 	 -0.0252757
1822 	 -3.19112 	 -0.0111553
1823 	 -0.161251 	 0.0109971
1824 	 -0.542404 	 0.0396982
1825 	 0.180725 	 0.0719685
1826 	 -0.0174599 	 0.103774
1827 	 0.378021 	 0.130737
1828 	 0.570185 	 0.148961
1829 	 1.06551 	 0.155785
1830 	 2.22732 	 0.150297
1831 	 3.13008 	 0.133484
1832 	 2.84855 	 0.108004
1833 	 2.60806 	 0.0776272
1834 	 3.2126 	 0.0464978
1835 	 3.24117 	 0.0183733
1836 	 3.17791 	 -0.00398449
1837 	 2.52617 	 -0.0191538
1838 	 1.91675 	 -0.0270884
1839 	 0.135399 	 -0.0288746
1840 	 -0.150341 	 -0.0263018
1841 	 0.292712 	 -0.021372
1842 	 0.112362 	 -0.0158673
1843 	 1.18387 	 -0.0110618
1844 	 1.21851 	 -0.00761624
1845 	 1.1019 	 -0.00563807
1846 	 0.974295 	 -0.00485303
1847 	 0.974475 	 -0.00481668
1848 	 1.0383 	 -0.00509968
1849 	 0.675707 	 -0.00540407
1850 	 0.076396 	 -0.00559816
1851 	 -0.730053 	 -0.00568515
1852 	 -0.804876 	 -0.00573672
1853 	 -1.71222 	 -0.0058257
1854 	 -1.13425 	 -0.00598249
1855 	 -0.809125 	 -0.00618481
1856 	 0.160731 	 -0.00637548
1857 	 0.105779 	 -0.00649356
1858 	 -0.274388 	 -0.00650257
1859 	 0.0603018 	 -0.00640438
1860 	 -0.0416594 	 -0.00623543
1861 	 -0.556941 	 -0.00604988
1862 	 -0.718172 	 -0.00589838
1863 	 0.0464277 	 -0.00581148
1864 	 -1.99926 	 -0.00579301
1865 	 0.263156 	 -0.00582409
1866 	 -1.78702 	 -0.00587428
1867 	 -1.6534 	 -0.00591433
1868 	 -0.794106 	 -0.00592568
1869 	 -0.918215 	 -0.00590404
1870 	 -1.27015 	 -0.00585715
1871 	 -1.41461 	 -0.0057989
1872 	 -2.14974 	 -0.00574288
1873 	 -1.76057 	 -0.00569778
1874 	 -1.59962 	 -0.00566582
1875 	 -0.501141 	 -0.0056439
1876 	 -0.236965 	 -0.00562634
1877 	 0.588936 	 -0.00560767
1878 	 0.114124 	 -0.00558455
1879 	 -0.310783 	 -0.00555627
1880 	 -0.668973 	 -0.00552412
1881 	 -1.09935 	 -0.00549029
1882 	 -0.877056 	 -0.00545673
1883 	 0.041409 	 -0.00542453
1884 	 -0.659986 	 -0.00539383
1885 	 0.0600662 	 -0.0053641
1886 	 -0.824873 	 -0.00533459
1887 	 0.738316 	 -0.00530468
1888 	 0.927024 	 -0.00527409
1889 	 2.04873 	 -0.00524284
1890 	 2.66538 	 -0.00521115
1891 	 3.05736 	 -0.00517924
1892 	 3.7102 	 -0.00514732
1893 	 2.46363 	 -0.00511543
1894 	 2.25383 	 -0.00508357
1895 	 2.31388 	 -0.00505167
1896 	 2.00174 	 -0.00501966
1897 	 2.24344 	 -0.00498752
1898 	 3.06699 	 -0.00495523
1899 	 3.87118 	 -0.00492282
1900 	 3.71822 	 -0.00489032
1901 	 2.97506 	 -0.00485774
1902 	 3.98845 	 -0.00482509
1903 	 3.15017 	 -0.00479238
1904 	 2.03254 	 -0.00475962
1905 	 0.787117 	 -0.00472679
1906 	 1.43288 	 -0.00469392
1907 	 1.42572 	 -0.00466098
1908 	 1.0226 	 -0.00462801
1909 	 1.63514 	 -0.00459499
1910 	 1.09354 	 -0.00456193
1911 	 0.266848 	 -0.00452884
1912 	 0.479706 	 -0.00449573
1913 	 1.15704 	 -0.0044626
1914 	 0.84158 	 -0.00442945
1915 	 0.123847 	 -0.00439629
1916 	 0.487462 	 -0.00436312
1917 	 -0.0814161 	 -0.00432996
1918 	 0.997561 	 -0.00429679
1919 	 0.881671 	 -0.00426364
1920 	 0.357518 	 -0.0042305
1921 	 -0.0971432 	 -0.00419739
1922 	 0.0259523 	 -0.0041643
1923 	 -0.750953 	 -0.00413125
1924 	 -0.582792 	 -0.00409823
1925 	 -0.0178938 	 -0.00406527
1926 	 -1.14709 	 -0.00403234
1927 	 -0.0508342 	 -0.00399947
1928 	 -0.920393 	 -0.00396666
1929 	 -0.717443 	 -0.00393392
1930 	 -0.783821 	 -0.00390123
1931 	 -1.4335 	 -0.00386864
1932 	 0.0806704 	 -0.00383614
1933 	 1.16635 	 -0.00380374
1934 	 0.910591 	 -0.00377146
1935 	 5.41575 	 -0.00373932
1936 	 10.7003 	 -0.00370731
1937 	 16.8739 	 -0.00367546
1938 	 24.3531 	 -0.00364377
1939 	 28.8476 	 -0.00361227
1940 	 29.4444 	 -0.00358094
1941 	 27.0497 	 -0.00354983
1942 	 22.9333 	 -0.00351894
1943 	 13.9842 	 -0.00348829
1944 	 0.338692 	 -0.00345792
1945 	 -16.1282 	 -0.00342786
1946 	 -29.955 	 -0.00339813
1947 	 -37.2588 	 -0.00336876
1948 	 -40.8412 	 -0.00333976
1949 	 -39.53 	 -0.00331115
1950 	 -34.8385 	 -0.00328294
1951 	 -32.502 	 -0.00325511
1952 	 -29.0962 	 -0.00322765
1953 	 -25.0051 	 -0.00320056
1954 	 -20.7709 	 -0.00317381
1955 	 -15.1104 	 -0.0031474
1956 	 -8.95512 	 -0.00312131
1957 	 -4.71123 	 -0.00309554
1958 	 -3.13184 	 -0.00307008
1959 	 -0.990665 	 -0.00304492
1960 	 0.521793 	 -0.00302007
1961 	 0.455326 	 -0.00299553
1962 	 0.391449 	 -0.00297128
1963 	 1.85324 	 -0.00294732
1964 	 1.06762 	 -0.00292364
1965 	 0.342457 	 -0.00290023
1966 	 1.2555 	 -0.00287707
1967 	 0.846226 	 -0.00285415
1968 	 1.38384 	 -0.00283146
1969 	 1.70401 	 -0.00280898
1970 	 1.86095 	 -0.00278671
1971 	 1.23708 	 -0.00276463
1972 	 1.28347 	 -0.00274273
1973 	 1.44711 	 -0.00272099
1974 	 0.509254 	 -0.00269941
1975 	 2.71944 	 -0.00267796
1976 	 3.53202 	 -0.00265663
1977 	 3.93297 	 -0.00263539
1978 	 3.91038 	 -0.00261424
1979 	 3.67297 	 -0.00259314
1980 	 3.74717 	 -0.00257208
1981 	 3.75212 	 -0.00255104
1982 	 4.7479 	 -0.00253
1983 	 3.99366 	 -0.00250893
1984 	 3.33468 	 -0.0024878
1985 	 2.9927 	 -0.0024666
1986 	 3.58442 	 -0.0024453
1987 	 2.64345 	 -0.00242386
1988 	 2.18858 	 -0.00240226
1989 	 0.80957 	 -0.00238048
1990 	 -0.424895 	 -0.00235846
1991 	 0.476903 	 -0.00233619
1992 	 -1.0069 	 -0.00231364
1993 	 -2.83968 	 -0.00229075
1994 	 -2.7259 	 -0.0022675
1995 	 -4.69329 	 -0.00224386
1996 	 -4.66715 	 -0.00221976
1997 	 -5.13352 	 -0.00219519
1998 	 -5.10814 	 -0.00217009
1999 	 -4.90823 	 -0.00214442
2000 	 -3.87944 	 -0.00211813
2001 	 -3.19857 	 -0.00209117
2002 	 -2.9836 	 -0.0020635
2003 	 -2.07138 	 -0.00203507
2004 	 -1.89004 	 -0.00200582
2005 	 -2.30409 	 -0.0019757
2006 	 -1.90361 	 -0.00194464
2007 	 -0.741303 	 -0.0019126
2008 	 -0.968155 	 -0.00187951
2009 	 -1.80028 	 -0.00184533
2010 	 -2.06969 	 -0.00180999
2011 	 -1.85045 	 -0.00177344
2012 	 -2.05438 	 -0.00173562
2013 	 -0.996194 	 -0.00169645
2014 	 -0.299554 	 -0.00165587
2015 	 -0.0554485 	 -0.00161379
2016 	 0.605493 	 -0.00157014
2017 	 1.16721 	 -0.00152485
2018 	 1.91777 	 -0.0014779
2019 	 3.06922 	 -0.00142926
2020 	 4.0514 	 -0.00137895
2021 	 2.61966 	 -0.00132695
2022 	 2.51354 	 -0.0012732
2023 	 3.75093 	 -0.0012176
2024 	 3.78095 	 -0.00115999
2025 	 3.51501 	 -0.00110015
2026 	 3.23257 	 -0.00103791
2027 	 2.916 	 -0.000973182
2028 	 3.40053 	 -0.000906034
2029 	 2.91481 	 -0.00083674
2030 	 1.97635 	 -0.000765746
2031 	 2.08928 	 -0.000693586
2032 	 0.988203 	 -0.000620731
2033 	 0.955404 	 -0.000547443
2034 	 -0.911421 	 -0.000473596
2035 	 -0.525354 	 -0.00039862
2036 	 -0.233568 	 -0.000321541
2037 	 -0.983965 	 -0.00024113
2038 	 -2.75174 	 -0.000156163
2039 	 -4.26683 	 -6.573e-05
2040 	 -5.46606 	 3.05253e-05
2041 	 -6.53464 	 0.000132242
2042 	 -7.68631 	 0.000238392
2043 	 -6.75204 	 0.000347487
2044 	 -8.99911 	 0.000457973
2045 	 -7.01874 	 0.000568664
2046 	 -7.18434 	 0.000679155
2047 	 -6.79358 	 0.000790036
2048 	 -4.06014 	 0.000902861
2049 	 -4.40813 	 0.00101978
2050 	 -3.36983 	 0.00114295
2051 	 -3.89771 	 0.00127369
2052 	 -3.93655 	 0.00141184
2053 	 -3.99936 	 0.00155513
2054 	 -3.96977 	 0.00169917
2055 	 -2.91534 	 0.00183769
2056 	 -1.82996 	 0.00196348
2057 	 -2.00307 	 0.00206943
2058 	 -0.128362 	 0.00214983
2059 	 0.820528 	 0.00220141
2060 	 2.00712 	 0.00222397
2061 	 3.53119 	 0.00222043
2062 	 3.97617 	 0.00219633
2063 	 5.07548 	 0.0021588
2064 	 5.79604 	 0.00211532
2065 	 5.53408 	 0.00207251
2066 	 5.65643 	 0.00203517
2067 	 5.40256 	 0.00200583
2068 	 5.62004 	 0.00198478
2069 	 5.88018 	 0.0019706
2070 	 6.14105 	 0.00196089
2071 	 6.97565 	 0.00195311
2072 	 7.85988 	 0.00194528
2073 	 7.8797 	 0.00193638
2074 	 7.40022 	 0.00192641
2075 	 7.60714 	 0.00191624
2076 	 7.62449 	 0.00190713
2077 	 6.37675 	 0.00190042
2078 	 5.56653 	 0.00189707
2079 	 3.77314 	 0.00189755
2080 	 3.6923 	 0.00190181
2081 	 3.75077 	 0.00190942
2082 	 4.56748 	 0.00191979
2083 	 2.19651 	 0.0019324
2084 	 2.964 	 0.00194695
2085 	 1.98417 	 0.0019634
2086 	 0.970338 	 0.00198199
2087 	 -0.312671 	 0.00200308
2088 	 -1.3156 	 0.00202708
2089 	 -1.09763 	 0.00205432
2090 	 -0.721617 	 0.00208505
2091 	 0.536906 	 0.00211935
2092 	 0.169955 	 0.00215726
2093 	 1.05463 	 0.00219876
2094 	 0.293655 	 0.00224389
2095 	 0.197444 	 0.00229274
2096 	 0.324801 	 0.00234547
2097 	 -0.182635 	 0.00240231
2098 	 0.096241 	 0.00246354
2099 	 0.0410461 	 0.00252942
2100 	 0.0267467 	 0.00260023
2101 	 -0.127317 	 0.0026762
2102 	 -0.863027 	 0.00275755
2103 	 -1.65545 	 0.00284454
2104 	 -2.17867 	 0.00293747
2105 	 -2.25006 	 0.00303675
2106 	 -1.88797 	 0.00314285
2107 	 -1.638 	 0.00325629
2108 	 -0.355656 	 0.00337753
2109 	 -0.0858126 	 0.00350693
2110 	 -0.0191145 	 0.00364466
2111 	 0.0847511 	 0.00379086
2112 	 -0.216993 	 0.00394588
2113 	 -0.960324 	 0.00411048
2114 	 -0.562058 	 0.00428611
2115 	 0.164913 	 0.00447473
2116 	 0.714996 	 0.0046784
2117 	 1.6352 	 0.00489846
2118 	 1.05566 	 0.00513476
2119 	 1.23197 	 0.00538529
2120 	 2.23389 	 0.00564687
2121 	 2.20652 	 0.00591687
2122 	 1.37828 	 0.00619568
2123 	 1.02861 	 0.00648898
2124 	 0.678788 	 0.00680836
2125 	 0.634645 	 0.00716909
2126 	 0.14021 	 0.00758485
2127 	 0.0560403 	 0.00806047
2128 	 -0.693323 	 0.00858556
2129 	 -0.679906 	 0.00913242
2130 	 -1.74411 	 0.0096613
2131 	 -2.02432 	 0.010134
2132 	 -1.5401 	 0.0105332
2133 	 -0.997843 	 0.0108809
2134 	 -2.63705 	 0.0112491
2135 	 -1.54651 	 0.0117531
2136 	 0.0584545 	 0.012526
2137 	 -0.241584 	 0.013675
2138 	 -0.353473 	 0.0152324
2139 	 0.186984 	 0.0171152
2140 	 0.676978 	 0.0191116
2141 	 1.21017 	 0.0209056
2142 	 0.858029 	 0.022142
2143 	 1.15275 	 0.0225202
2144 	 0.965145 	 0.0218941
2145 	 1.20322 	 0.0203479
2146 	 1.13954 	 0.0182201
2147 	 0.373357 	 0.0160595
2148 	 1.3406 	 0.0145126
2149 	 1.07624 	 0.014165
2150 	 0.368437 	 0.0153736
2151 	 0.493097 	 0.0181383
2152 	 1.14846 	 0.0220541
2153 	 1.40908 	 0.0263717
2154 	 1.94383 	 0.0301665
2155 	 2.56772 	 0.0325865
2156 	 3.60671 	 0.0331221
2157 	 2.23636 	 0.0318272
2158 	 2.22373 	 0.0294231
2159 	 1.93357 	 0.0272354
2160 	 1.9891 	 0.026957
2161 	 0.800224 	 0.0302701
2162 	 0.968913 	 0.0384063
2163 	 0.360735 	 0.0517487
2164 	 0.69018 	 0.0695834
2165 	 0.984386 	 0.0900788
2166 	 1.33288 	 0.110524
2167 	 0.263596 	 0.127792
2168 	 0.0820208 	 0.138933
2169 	 -0.113389 	 0.141769
2170 	 -0.0127802 	 0.135355
2171 	 -0.159153 	 0.120182
2172 	 0.0396252 	 0.0980982
2173 	 -0.195676 	 0.071935
2174 	 0.0530186 	 0.0449567
2175 	 -0.96097 	 0.0202419
2176 	 -0.736287 	 0.000147307
2177 	 -1.82452 	 -0.0140368
2178 	 -1.962 	 -0.0221769
2179 	 -2.73107 	 -0.0251391
2180 	 -3.15737 	 -0.0244463
2181 	 -3.80235 	 -0.0218503
2182 	 -2.81815 	 -0.0189298
2183 	 -3.62368 	 -0.0168002
2184 	 -3.88947 	 -0.0159876
2185 	 -3.02365 	 -0.0164649
2186 	 -2.95074 	 -0.0178134
2187 	 -2.50481 	 -0.0194435
2188 	 -2.52117 	 -0.0208065
2189 	 -1.64936 	 -0.0215449
2190 	 -0.489692 	 -0.0215539
2191 	 0.0303798 	 -0.0209563
2192 	 0.154319 	 -0.0200178
2193 	 0.00290775 	 -0.0190388
2194 	 0.426482 	 -0.0182608
2195 	 0.287606 	 -0.0178099
2196 	 -0.207921 	 -0.017688
2197 	 0.14416 	 -0.0178014
2198 	 -0.0819821 	 -0.0180124
2199 	 0.189693 	 -0.0181908
2200 	 -0.265774 	 -0.018251
2201 	 -0.292724 	 -0.018166
2202 	 0.00422668 	 -0.01796
2203 	 -0.467502 	 -0.0176869
2204 	 0.163585 	 -0.0174057
2205 	 0.111391 	 -0.01716
2206 	 0.424581 	 -0.0169691
2207 	 -0.0910969 	 -0.016829
2208 	 0.124903 	 -0.0167202
2209 	 0.997125 	 -0.0166192
2210 	 0.750873 	 -0.0165075
2211 	 0.431794 	 -0.0163758
2212 	 0.909336 	 -0.0162246
2213 	 0.500038 	 -0.0160607
2214 	 0.985751 	 -0.0158929
2215 	 0.859303 	 -0.0157283
2216 	 2.26063 	 -0.0155703
2217 	 0.819804 	 -0.015419
2218 	 1.51235 	 -0.0152719
2219 	 0.966331 	 -0.0151261
2220 	 1.04529 	 -0.0149791
2221 	 1.27376 	 -0.0148299
2222 	 0.0607734 	 -0.0146786
2223 	 0.968797 	 -0.0145261
2224 	 0.027432 	 -0.0143734
2225 	 0.446226 	 -0.0142213
2226 	 1.09867 	 -0.0140701
2227 	 2.36642 	 -0.0139197
2228 	 1.31734 	 -0.0137699
2229 	 1.66617 	 -0.0136204
2230 	 2.03765 	 -0.013471
2231 	 0.969266 	 -0.0133217
2232 	 0.164319 	 -0.0131725
2233 	 -0.061553 	 -0.0130236
2234 	 -0.223896 	 -0.0128751
2235 	 -0.853039 	 -0.012727
2236 	 -0.547899 	 -0.0125794
2237 	 -0.0957384 	 -0.0124323
2238 	 0.378303 	 -0.0122856
2239 	 -0.0113225 	 -0.0121395
2240 	 -1.03444 	 -0.0119938
2241 	 -2.0961 	 -0.0118486
